artist,title,decade,date,lyric
Bon Jovi,In These Arms,90s,1992,"5 contributorstranslationsportuguêsin these arms lyricsintro you want commitment take a look into these eyes they burn with fire (yeah) until the end of time and i would do anything i'd beg, i'd steal, i'd die to have you in these arms tonight  verse 1 baby i want you like the roses want the rain you know i need you like a poet needs the pain and i would give anything my blood, my love, my life if you were in these arms tonight  chorus i'd hold you, i'd need you i'd get down on my knees for you and make everything alright if you were in these arms i'd love you, i'd please you i'd tell you that i'd never leave you and love you until the end of time if you were in these arms tonight you might also likeverse 2 we stared at the sun and we made a promise a promise this world would never blind us and these were our words our words were our songs our songs are our prayers these prayers keep me strong and i still believe if you were in these arms  chorus i'd hold you, i'd need you i'd get down on my knees for you and make everything alright if you were in these arms i'd love you, i'd please you i'd tell you that i'd never leave you and love you until the end of time if you were in these arms tonight  brdige your clothes are still scattered all over our room this whole place still smells like your cheap perfume everything here reminds me of you and there's nothing that i wouldn't do guitar solo  pre-chorus and these were our words they keep me strong, baby!  chorus i'd hold you, i'd need you i'd get down on my knees for you and make everything alright if you were in these arms i'd love you, i'd please you i'd tell you that i'd never leave you and love you until the end of time if you were in these arms tonight  outro if you were in these arms tonight if you were in these arms tonight if you were in these arms baby like the roses need the rain like the seasons need to change like a poet needs the pain i need you in these arms tonight if you were in these arms tonight3embed"
Bon Jovi,Story of Love,10s,2020,"10 contributorsstory of love lyricschorus fathers love daughters like mothers love sons they've been writing our story before there was one from the day you arrive, 'til you walk, 'til you run there is nothin' but pride, there is nothin' but love  verse 1 they can offer advice that you don't wanna hear words that cut like a knife and still ring in your ear you think of them ignorant, they think of you arrogant if you need evidence, who gave you confidence?  verse 2 a snap of the finger and you're not a child but you're still holdin' on as you walk down the aisle when they give you away to hear someone else say that someone will love you 'til their dyin' day  chorus fathers love daughters like mothers love sons they've been writing our story before there was one from the day you arrive 'til you walk, 'til you run there is nothin' but pride, there is nothin' but love and that's the story of love  verse 3 you can choose to remember or choose to forget if they took you to school or they tucked you in bed you can say it don't matter, you won't do the same you'd think no one noticed when you looked away you might also likechorus fathers love daughters like mothers love sons they've been writing our story before there was one from the day you arrive 'til you walk, 'til you run there is nothin' but pride, there is nothin' but love  verse 4 now they're getting older, and you ain't so young so you take care of them like your daughters and sons you can ask for forgiveness, they could ask for the same forget all the anguish, the heartache, the pain  verse 5 wherever you go or wherever you've been it's them that is with you, and that's you that's with them fathers and daughters and mothers and sons as one story ends, another's begun  chorus oh, fathers love daughters like mothers love sons they've been writing our story before there was one from the day you arrive 'til you walk, 'til you run there is nothin' but pride, there is nothin' but love from hello to goodbye, that's the story of love that's the story of loveembed"
Bon Jovi,This House Is Not for Sale,10s,2018,"14 contributorstranslationsespañolthis house is not for sale lyricsverse 1 these four walls have got a story to tell oh-oh, oh-oh the door is off the hinges, there's no wish in the well oh-oh, oh-oh  pre-chorus 1 outside the sky is coal black, the streets are on fire the picture window's cracked, and there's nowhere to run i know, i know, this house is not for sale  chorus i set each stone and i hammered each nail this house is not for sale where memories live and the dream don't fail this house is not for sale coming home, i'm coming home  verse 2 drove a spike into the ground and i staked my claim oh-oh, oh-oh standing on the dirt where they'll dig my grave oh-oh, oh-oh  pre-chorus 2 now what built these walls is in my veins no time for lookin' back, the wolf is at the door this heart, this soul, this house is not for sale you might also likechorus i set each stone and i hammered each nail this house is not for sale where memories live and the dream don't fail this house is not for sale coming home, i'm coming home  bridge this house was built on trust that's what it is, and always was no wrecking ball could knock it down this house was built on higher ground  chorus i set each stone and i hammered each nail this house is not for sale where memories live and the dream don't fail this house is not for sale coming home, i'm coming home  outro coming home, i'm coming home (this house is not for sale) coming home, i'm coming home (i'm) coming home, i'm coming home (this house is not for sale)1embed"
Bon Jovi,Someday I’ll Be Saturday Night,90s,1994,"6 contributorstranslationsportuguêssomeday i’ll be saturday night lyricsintro hey, man, i'm alive i'm taking each day and night at a time i'm feeling like a monday, but someday i'll be saturday night  verse 1 hey my name is jim, where did i go wrong? my life's a bargain basement and all the good shit's gone just can't hold a job, where do i belong? been sleeping in my car, my dreams moved on my name is billie jean, my love is bought and sold i'm only sixteen, i feel a hundred years old my foster daddy went, took my innocence away the street life ain't much better, but at least i'm getting paid  pre-chorus and tuesday just might go my way can't get worse than yesterday thursdays, fridays ain't been kind but somehow i'll survive  chorus hey, man, i'm alive! i'm taking each day and night at a time yeah i'm down, but i know i'll get by hey hey hey hey, man, gotta live my life like i ain't got nothing but this roll of the dice i'm feeling like a monday, but someday i'll be saturday night you might also likeverse 2 now i can't say my name or tell you where i am i want to blow myself away, don't know if i can i wish that i could be in some other time and place with someone else's soul, someone else's face  pre-chorus and tuesday just might go my way can't get worse than yesterday thursdays, fridays ain't been kind but somehow i'll survive  chorus hey, man, i'm alive! i'm taking each day and night at a time yeah i'm down, but i know i'll get by hey hey hey hey, man, i gotta live my life i'm gonna pick up all the pieces and what's left of my pride i'm feeling like a monday, but someday i'll be saturday night  bridge someday i'll be saturday night i'll be back on my feet, i'll be doing all right it may not be tomorrow, baby, that's okay i ain't going down, i'm gonna find a way! chorus hey, man, i'm alive! i'm taking each day and night at a time yeah i'm down, but i know i'll get by hey hey hey hey, man, gotta live my life like i ain't got nothing but this roll of the dice i'm feeling like a monday, but someday i'll be saturday nightembed"
Bon Jovi,I’d Die for You,50s,1950,"9 contributorsi’d die for you lyricsverse 1 if you could see inside my heart then you would understand i'd never mean to hurt you baby, i'm not that kind of man i might not say i'm sorry yeah, i might talk tough sometimes and i might forget the little things or keep you hangin' on the line  pre-chorus in a world that don't know romeo and juliet boy meets girl and promises we can't forget (can't forget) we are cast from eden's gate with no regrets into the fire, we cry  chorus i'd die for you i'd cry for you i'd do anything i'd lie for you you know it's true baby, i'd die for you i'd die for you i'd cry for you if it came right down to me and you you know it's true baby, i'd die for you you might also likeverse 2 i might not be a savior and i'll never be a king i might not send you roses or buy you diamond rings but if i could see inside you maybe i'd know just who we are 'cause our love is like a hunger without it, we would starve  pre-chorus in a world that don't know romeo and juliet boy meets girl and promises we can't forget (can't forget) we are cast from eden's gate with no regrets into the fire, we cry  chorus i'd die for you i'd cry for you i'd do anything i'd lie for you you know it's true baby, i'd die for you i'd die for you i'd cry for you if it came right down to me and you you know it's true baby, i'd die for you guitar solo  chorus i'd die for you i'd cry for you i'd do anything i'd lie for you you know it's true baby, i'd die for you i'd die for you i'd cry for you if it came right down to me and you you know it's true baby, i'd die for you  outro oh-oh-oh, oh-oh-oh-oh-oh baby, it's only for you it's only for you oh-oh-oh, oh-oh-oh-oh-oh baby, it's only for you it's only for you2embed"
Bon Jovi,Who Says You Can’t Go Home?,00s,2005,"12 contributorstranslationsportuguêswho says you can’t go home? lyricsverse 1 i spent 20 years trying to get out of this place i was looking for something i couldn't replace i was running away from the only thing i've ever known like a blind dog without a bone i was a gypsy lost in the twilight zone i hijacked a rainbow and crashed into a pot of gold i been there, done that and i ain't looking back on the seeds i've sown saving dimes, spending too much time on the telephone who says you can't go home?  chorus who says you can't go home? there's only one place they call me one of their own just a hometown boy, born a rolling stone who says you can't go home? who says you can't go back? been all around the world and as a matter of fact there's only one place left i want to go who says you can't go home? it's alright, it's alright, it's alright, it's alright, its alright  verse 2 i went as far as i could, i tried to find a new face there isn't one of these lines that i would erase i lived a million miles of memories on that road with every step i take i know that i'm not alone you take the home from the boy, but not the boy from his home these are my streets, the only life i've ever known who says you can't go home you might also likechorus who says you can't go home? there's only one place they call me one of their own just a hometown boy, born a rolling stone who says you can't go home? who says you can't go back? been all around the world and as a matter of fact there's only one place left i want to go who says you can't go home? it's alright, it's alright, it's alright, it's alright, its alright  verse 3 i been there, done that and i ain't looking back it's been a long long road feels like i never left, that's how the story goes it doesn't matter where you are, it doesn't matter where you go if it's a million miles aways or just a mile up the road take it in, take it with you when you go who says you can't go home?  chorus who says you can't go home? there's only one place they call me one of their own just a hometown boy, born a rolling stone who says you can't go home? who says you can't go back? been all around the world and as a matter of fact there's only one place left i want to go who says you can't go home? it's alright, it's alright, it's alright, it's alright, its alright it's alright, it's alright, it's alright, it's alright, its alright who says you can't go home? who says you can't go home?2embed"
Bon Jovi,Roller Coaster,10s,2018,"4 contributorsroller coaster lyricsintro (roller coaster)  verse 1 i see you thinking twice wish i could read your mind move up or out of line too late for praying i know we might lose our breath we might be scared to death this chance is like a step just gotta take it oh, countdown to here we go  chorus hold on tight, slide a little closer up so high stars are on our shoulders time flies by, don't close your eyes kiss by kiss, love is like a thrill ride what goes up might take us upside down life ain't a merry-go-round  post-chorus it's a roller coaster it's a roller coaster you might also likeverse 2 can't lie and won't pretend i know what's 'round the bend too late to start again won't take it slower let's slip right off these tracks we'll fly or we might crash don't look down, don't look back 'cause it ain't over  chorus hold on tight, slide a little closer up so high stars are on our shoulders time flies by, don't close your eyes kiss by kiss, love is like a thrill ride what goes up might take us upside down life ain't a merry-go-round  post-chorus it's a roller coaster it's a roller coaster  bridge oh, countdown to here we go so hold on tight, slide a little closer up so high the stars are on our shoulders it's a roller coaster chorus kiss by kiss, love is like a thrill ride what goes up might take us upside down life ain't a merry-go-round  post-chorus it's a roller coaster it's a roller coaster roller coaster it's a roller coasterembed"
Bon Jovi,I’ll Sleep When I’m Dead,50s,1950,"5 contributorstranslationsportuguêsi’ll sleep when i’m dead lyricsverse 1 seven days of saturday is all that i need got no use for sunday because i don't rest in peace don't need no mondays or the rest of the week i spend a lot of time in bed but baby i don't like to sleep, no  pre-chorus i won't lie to you i'm never going to cry to you i'll probably drive you wild eight days a week  chorus until i'm six feet under, baby i don't need a bed gonna live while i'm alive, i'll sleep when i'm dead until they roll me over and lay my bones to rest gonna live while i'm alive, i'll sleep when i'm dead  verse 2 so you're looking for some action, i got got everything you need better keep your motor running, because i was built for speed this ain't no slumber party, got no time for catching z's if they say that that ain't healthy, well then living's a disease  pre-chorus we're never going to die baby come on let me drive you crazy we'll make every night another new year's eve you might also likechorus until i'm six feet under, baby i don't need a bed gonna live while i'm alive, i'll sleep when i'm dead until they roll me over and lay my bones to rest gonns live while i'm alive, i'll sleep when i'm dead sleep when i'm dead, sleep when i'm dead gonna live while i'm alive, i'll sleep when i'm dead  guitar solo  bridge seven days of saturday is all that i need got no use for sunday, because i don't rest in peace i was born to live, you know i wasn't born to die but if they party down in heaven, i'll be sure to be on time  chorus until i'm six feet under, baby i don't need a bed gonna  live while i'm alive, i'll sleep when i'm dead until they roll me over and lay my bones to rest gonna  live while i'm alive, i'll sleep when i'm dead  outro i feel like i'm exploding, going out of my head gonna  live while i'm alive, i'll sleep when i'm dead until i'm six feet under and they lay my bones to rest gonna  live while i'm alive, i'll sleep when i'm dead sleep when i'm dead, sleep when i'm dead gonna live while i'm alive, sleep when i'm deadembed"
Bon Jovi,Limitless,10s,2020,"11 contributorslimitless lyricsintro whoa, oh-oh-oh whoa, oh-oh-oh  verse 1 wake up everybody wake up here we go, it's just another day another buzz another beep scrub your face and brush your teeth out the door and to the street i fell out of my sleep a million different faces all from different places swimming in the sea tryna keep your head above water tryna keep your head above water  chorus on a night like this one prayer, one wish step out off the edge it's worth the risk life is limitless, limitless, limitless, limitless  verse 2 wake up everybody wake up morning comes, you do it all again you know the song it's on repeat find your shoes, can't find your feet grab your wallet and your keys better not forget to breathe sweat until you're soaking don't let them see you choking a teardrop in the sea tryna keep your head above water you're tryna keep your head above water you might also likechorus on a night like this one prayer, one wish step out off the edge it's worth the risk life is limitless, limitless, limitless, limitless life is limitless, limitless, limitless  bridge live to figure out what it's all about when the sun comes up and the sun goes down is there something more than it was before there's an open door what are you waiting for life is limitless, limitless, limitless  chorus on a night like this one prayer, one wish step out off the edge it's worth the risk on a night like this one touch, one kiss step out off the edge it's worth the risk life is limitless, limitless, limitless, limitless life is limitless, limitless, limitless, limitless limitless, limitless, limitless, limitless2embed"
Bon Jovi,American Reckoning,10s,2020,"10 contributorsamerican reckoning lyricsverse 1 america's on fire there's protests in the street her conscience has been looted and her soul is under siege another mother's crying, as history repeats i can't breathe  verse 2 god damn those 8 long minutes lying face down in cuffs on the ground bystanders pleaded for mercy as one, cop shoved a kid in the crowd when did a judge and a jury become a badge and a knee on these streets?  chorus stay alive, stay alive shine a light, stay alive use your voice and you remember me american reckoning  verse 3 i'll never know what it's like to walk a mile in his shoes and i'll never have to have the talk so it don't happen to you three little words written 'cross the chest of a twelve year old who hasn't lived life yet ""am i next? am i next?"" you might also likechorus stay alive, stay alive shine a light, stay alive use your voice and you remember me american reckoning  instrumental break  bridge is this a moment or movement? is this the tide or a flood? is our american reckoning? our story written in blood or in love or in peace  chorus stay alive, stay alive shine a light, stay alive use your voice and you remember me  stay alive, stay alive shine a light, stay alive use your voice and you remember me american reckoning in our american reckoningembed"
Bon Jovi,(You Want To) Make a Memory,00s,2007,"13 contributorstranslationsportuguês(you want to) make a memory lyricsverse 1 hello again, it’s you and me kinda always like it used to be sipping wine, killing time tryna' to solve life’s mysteries how’s your life? it’s been a while god it’s good to see you smile i see you reaching for your keys looking for a reason not to leave  pre-chorus if you don’t know if you should stay if you don’t say what’s on your mind baby just breathe there’s no where else tonight we should be you wanna make a memory  verse 2 i dug up this old photograph look at all that hair we had it’s bittersweet to hear you laugh your phone is ringing, i don’t wanna ask  pre-chorus if you go now, i’ll understand if you stay, hey, i got a plan you might also likechorus you wanna make a memory? you wanna steal a piece of time? you could sing a melody to me and i could write a couple lines you wanna make a memory  pre-chorus if you don’t know if you should stay and you don’t say what’s on your mind baby just breathe there’s no where else tonight we should be- (we shouldn't be) we should be  chorus you wanna make a memory? you wanna steal a piece of time? you can sing the melody to me and i could write a couple lines you wanna make a memory you wanna make a memoryembed"
Bon Jovi,Lay Your Hands on Me,80s,1988,"7 contributorstranslationsportuguêslay your hands on me lyricsverse 1 if you're ready, i'm willing and able help me lay my cards out on the table you're mine and i'm yours for the taking right now the rules we made are meant for breaking what you get ain't always what you see but satisfaction's guaranteed they say what you give is always what you need so if you want me to lay my hands on you  chorus lay your hands on me lay your hands on me lay your hands on me lay your hands on me lay your hands on me lay your hands on me  verse 2 i'm a fighter, i'm a poet, i'm a preacher i've been to school and baby, i've been the teacher if you show me how to get up off the ground i can show you how to fly and never ever come back down everything you want is what i need satisfaction's guaranteed but the ride don't never ever come for free if you want me to lay my hands on you you might also likechorus lay your hands on me lay your hands on me lay your hands on me lay your hands on me lay your hands on me lay your hands on me  outro don't you know i only aim to please if you want me to lay my hands on you lay your hands on me1embed"
Bon Jovi,Hallelujah,10s,2022,"6 contributorshallelujah lyricswell, i heard there was a secret chord that david played to please the lord but you don't really care for music, do you? well, it goes like this the fourth, the fifth the minor fall and the major lift the baffled king composing hallelujah  hallelujah, hallelujah hallelujah, hallelujah  well, your faith was strong but you needed proof you saw her bathing on the roof her beauty and the moonlight overthrew you and she tied you to her kitchen chair she broke your throne and she cut your hair and from your lips she drew the hallelujah  hallelujah, hallelujah hallelujah, hallelujah  yeah, baby, i've been here before i've seen this room and i've walked this floor i used to live alone before i knew you and i've seen your flag on that marble arch your love is not a victory march it's a cold and it's a broken hallelujah you might also likehallelujah, hallelujah hallelujah, hallelujah  well, there was a time when you let me know what was going on below now you don't never show that to me, do you? but remember when i moved in you and the holy dove was moving too and every breath we drew was hallelujah  hallelujah, hallelujah hallelujah, hallelujah  well, now maybe there's a god above but all i've ever learned from love was how to shoot somebody who outdrew you and it's not your cry that i hear at night, no it's not someone who's seen the light it's a cold and it's a broken hallelujah  hallelujah, hallelujah hallelujah, hallelujah hallelujah, hallelujah hallelujah, hallelujah hallelujah, hallelujah hallelujah1embed"
Bon Jovi,Let It Rain,10s,2020,"6 contributorslet it rain lyricsverse 1 ever since there was thunder there's been shelter from the storm a place to run for cover 'til the rain clouds had moved on now when i get that feelin' before the first drop hits the ground i'm askin', ""who's gonna stop the rain from fallin' down?""  verse 2 wherever there's a soldier who won't give up the fight wherever there's a darkness that's tryin' to find the light wherever there is hurtin' there's healing on the way like sunshine breakin' through a cloudy day  chorus let it rain, let it rain let the rain fall all around who's gonna stop the rain from fallin' down?  verse 3 maybe someday, eyes won't judge you by the bed you're sleepin' in the god you wanna pray to or the color of your skin when priests and politicians tell the truth and nothin' more that day, we'll know what all of this was for you might also likechorus let it rain, let it rain let the rain fall all around who's gonna stop the rain from fallin' down?  bridge these ain't pretty pictures that we're keepin in the cloud outside, a storm is raging just take a look around  verse 4 somewhere, there's forgiveness for the broken ones like me who once stared down mighty mountains and now sit beneath the trees and somewhere, there's a church bell that's summoning the choir somewhere, there's a dreamer who would walk a thousand miles somewhere, there's a dreamer who would walk a thousand miles  chorus let it rain, let it rain let the rain fall all around who's gonna stop the rain from fallin'? if you're out there, christ, i'm calling who's gonna stop the rain from fallin' down?embed"
Bon Jovi,We Weren’t Born to Follow,00s,2009,"11 contributorstranslationsenglishwe weren’t born to follow lyricsverse 1 this one goes out to the man who mines for miracles this one goes out to the ones in need this one goes out to the sinner and the cynical this ain't about no apology this road was paved by the hopeless and the hungry this road was paved by the winds of change walking beside the guilty and the innocent how will you raise your hand when they call your name? yeah, yeah, yeah  chorus we weren't born to follow come on and get up off your knees when life is a bitter pill to swallow you gotta hold on to what you believe believe that the sun will shine tomorrow and that your saints and sinners bleed we weren't born to follow you gotta stand up for what you believe let me hear you say yeah, yeah, yeah, oh yeah  verse 2 this one's about anyone who does it differently this one's about the one who curses and spits this ain't about our livin' in a fantasy this ain't about givin' up or givin' in yeah, yeah, yeah you might also likechorus we weren't born to follow come on and get up off your knees when life is a bitter pill to swallow you gotta hold on to what you believe believe that the sun will shine tomorrow and that your saints and sinners bleed we weren't born to follow you gotta stand up for what you believe let me hear you say yeah, yeah, yeah, oh yeah let me hear you say yeah, yeah, yeah, oh yeah guitar!  guitar solo  chorus we weren't born to follow come on and get up off your knees when life is a bitter pill to swallow you gotta hold on to what you believe believe that the sun will shine tomorrow and that your saints and sinners bleed we weren't born to follow you gotta stand up for what you believe let me hear you say yeah, yeah, yeah, oh yeah outro we weren't born to follow, oh yeah we weren't born to follow, oh yeah2embed"
Bon Jovi,When We Were Us,10s,2018,"2 contributorswhen we were us lyricsverse 1 we were young, unafraid we were finding our own way there's no wind, there's no rain in the eye of a hurricane every time you climb that mountain there's another one left to climb don't go looking for tomorrow leaving yesterday behind  chorus writing every page together those days were not to last forever diamonds in the rough when we were us burn the house and torch the skyline there was more than fire in our eyes love meant more than lust when we were us  verse 2 we were one, born and raised more than blood runs through these veins cuts can heal, scars will fade what we had will never change seasons pass and time will move on you don't ever have to let it go you can only go so far now till you're on your way back home you might also likechorus writing every page together those days were not to last forever diamonds in the rough when we were us burn the house and torch the skyline there was more than fire in our eyes love meant more than lust when we were us  bridge memories are nothing more than ghosts that we let in don't be afraid of them, do you remember when  chorus writing every page together those days were not to last forever diamonds in the rough when we were us burn the house and torch the skyline there was more than fire in our eyes love meant more than lust when we were us whoa oh oh oh when we were us oh oh oh ohembed"
Bon Jovi,Misunderstood,00s,2002,"5 contributorsmisunderstood lyricsintro should i? could i? have said the wrong things right a thousand times if i could just rewind, i see it in my mind if i could turn back time, you'd still be mine  verse 1 you cried, i died i should have shut my mouth, things headed south as the words slipped off my tongue, they sounded dumb if this old heart could talk, it'd say you're the one i'm wasting time when i think about it  chorus i should have drove all night, i would have run all the lights i was misunderstood i stumbled like my words, did the best i could damn, misunderstood  verse 2 could i? should i? apologize for sleeping on the couch that night staying out too late with all my friends you found me passed out in the yard again you cried, i tried to stretch the truth, but didn't lie it's not so bad when you think about it you might also likechorus i should have drove all night, i would have run all the lights i was misunderstood i stumbled like my words, did the best i could damn, misunderstood intentions good  guitar solo  bridge it's you and i, just think about it  chorus i should have drove all night i would have run all the lights i was misunderstood i stumbled like my words, did the best i could i 'm hanging outside your door i've been here before misunderstood  outro i stumbled like my words, did the best i could damn, misunderstood intentions goodembed"
Bon Jovi,Blood in the Water,10s,2020,"8 contributorsblood in the water lyricsverse 1 a storm is comin' let me be clear your days are numbered the end is near the walls around ya are closin' in it's too late for prayin' sinner, meet sin  verse 2 once, i came across your border now they come to take me back i sleep with one eye open i don't make waves, i don't leave tracks for my daughter and my three sons it's the only life they've known to me, it's my asylum these stars and stripes, my home  chorus blood in the water who's jumpin' in? the devil's made his final offer now the sharks are circlin' blood in the water our fates are sealed the devil's greatest trick was just to say he wasn't real satan always used to love to say he wasn't real you might also likeverse 3 lies are in the forecast the truth left with the tide i hear your shadow sold your secrets and he's gonna do some time they say the noose fits like a necktie sir, you're gonna fit right in with some old familiar faces sinner, meet sin  chorus blood in the water who's jumpin' in? the devil's made his final offer now the sharks are circlin' blood in the water our fates are sealed the devil's greatest trick was just to say he wasn't real satan always used to love to say he wasn't real  verse 4 i'm no cable news reporter they got nothin' new to say i'm the voice of the new order the star of anarchy today i'm the comments you keep readin' at the bottom of the page i'm real power, i'm a patriot i'm a russian hack by trade a russian hack by trade chorus blood in the water who's jumpin' in the devil's made his final offer now the sharks are circlin' blood in the water our fates are sealed the devil's greatest trick was just to say he wasn't real  outro blood in the water blood in the water now there's blood in the water blood in the water1embed"
Bon Jovi,Do What You Can (Single Edit),10s,2020,"5 contributorsdo what you can (single edit) lyricsverse 1 tonight they're shutting down the borders and they boarded up the schools small towns are rollin' up their sidewalks one less paycheck comin' through i know you're feelin' kinda nervous we're all a little bit confused nothing's the same, this ain't a game we gotta make it through  chorus when you can't do what you do you do what you can this ain't my prayer, it's just a thought i'm wanting to send 'round here, we bend but don't break down here, we all understand when you can't do what you do you do what you can  verse 2 the chicken farm from arkansas brought workers ppe not before five hundred more had succumbed to this disease honest men and honest women workin' for an honest wage i got a hundred point one fever, and we still got bills to pay  chorus when you can't do what you do you do what you can this ain't my prayer, it's just a thought i'm wanting to send 'round here, we bend but don't break down here, we all understand when you can't do what you do you do what you can you might also likebridge they built a hospital on east meadow in central park last night doctors, nurses, truckers, grocery store clerks manning the front lines i saw a red cross on the hudson they turned off the broadway lights another ambulance screams by there by the grace of god go i  verse 3 although i'll keep my social distance what this world needs is a hug until we find the vaccination there's no substitute for love so love yourself and love your family love your neighbor and your friend ain't it time we loved a stranger? they're just a friend you ain't met yet  chorus when you can't do what you do you do what you can this ain't my prayer, it's just a thought i'm wanting to send 'round here, we bend but don't break down here, we all understand when you can't do what you do you do what you can when you can't do what you do you do what you canembed"
Bon Jovi,Dry County,90s,1992,"8 contributorsdry county lyricsintro across the border they turn water into wine some say it's the devil's blood they're squeezing from the vine some say it's a savior in these hard and desperate times you see it helps me to forget that we're just born to die  verse 1 i came here like so many did to find a better life to find my piece of easy street and finally be alive i knew nothing good comes easy all good things take some time i made my bed, i'll lie in it to die in it's the crime  you can't help but prosper where the streets are paved with gold they say the oil wells ran deeper here than anybody's known now i packed up on my wife and kid and left them both back home see, there's nothing in this pay dirt the ghosts are all i know you might also likepre-chorus now the oil's gone and the money's gone all the jobs are gone still we're hanging on  chorus down in dry county they're swimming in the sand praying for some holy water to wash these sins from off our hands in dry county the promise has run dry where nobody cries and no one is getting out of here alive (not this time)  verse 2 ""in the blessed name of jesus"" i heard a preacher say ""we are all god's children and he'd be back, back someday"" i hoped that he knew something as he drank that cup of wine i didn't have too good of a feeling as i head out to the night i cursed the sky to open i begged the clouds for rain i prayed all night for water for this burning in my veins (every night's the same) it was like my soul's on fire and i had to watch the flames all my dreams went up in ashes and my future blew away  pre-chorus now the oil's gone and the money's gone all the jobs are gone still we're hanging on  chorus down in dry county they're swimming in the sand praying for some holy water to wash theese sins from off our hands in dry county the promise has run dry where nobody cries and no one's getting out of here alive  guitar solo verse 3 a man spends his whole life waiting praying for some big reward but it seems sometimes that payoff leaves you feeling like a dirty whore if i could choose the way i'd die make it by the gun or knife because the other way there's too much pain night after night after night after night  chorus oh, down in dry county they're swimming in the sand praying for some holy water to wash these sins from off our hands in dry county the promise has run dry where nobody cries and no one's getting out of here dry county no one is getting out of here dry county no3embed"
Bon Jovi,Social Disease,80s,1986,"8 contributorssocial disease lyricsverse 1 you can read it in the papers in some places, it comes in thirty-two flavors but you wouldn't tell no one your favorite if you could from the white house to the alleys from the president down to long tall sally can't live with it, but you'd die without it yes, you would  pre-chorus señorita's in the kitchen, she's a fistful of dynamite you call 911, but you can't stop the fun tonight, it's alright  chorus you can't start a fire without a spark but there's somethin' that i guarantee you can't hide when infection starts because love is a social disease love is a social disease  verse 2 where you look, you can find it try to run, but you're always behind it so you play hide-and-seek like a blind kid 'til you're caught, yeah, you're caught so you'll say, hey, that you had some but they took it and held it for ransom were they tall, dark, skinny, or handsome? you won't talk, nah you might also likepre-chorus so you telephone your doctor just to see what pill to take you know there's no prescription gonna wipe this one away, oh  chorus you can't start a fire without a spark but there's somethin' that i guarantee you can't hide when infection starts because love is a social disease love is a social disease love is a social disease let the boys show you, baby  guitar solo  verse 3 she's so full of high-grade octane she could run the bullet train on 38 double-d's now you know for sure, she knows the cure to make any blind man see  chorus you can't start a fire without a spark but there's somethin' that i guarantee, yeah you can't hide when infection starts because love is a social disease love is a social disease chorus you can't start a fire without a spark but there's somethin' that i guarantee you can't hide when infection starts because love is a social disease love is a social disease, baby love is a social disease  outro you're right nothing a shot can't cureembed"
Bon Jovi,Because We Can,10s,2013,"7 contributorstranslationsportuguêsbecause we can lyricschorus i don't wanna be another wave in the ocean i am a rock not just another grain of sand (that's right) i wanna be the one you run to when you need a shoulder i ain't a soldier but i'm here to take a stand because we can  verse 1 she's in the kitchen staring out the window so tired of living life in black and white right now she's missing those technicolor kisses when he turns down the lights  lately, he's feeling like a broken promise in the mirror staring down his doubt there's only one thing in this world that he knows he said forever and he'll never let her down  chorus i don't wanna be another wave in the ocean i am a rock not just another grain of sand (that's right) i wanna be the one you run to when you need a shoulder i ain't a soldier but i'm here to take a stand because we can  verse 2 tv and takeout on the coffee table paper dishes, pour a glass of wine turn down the sound and move a little closer and for the moment everything is alright you might also likechorus i don't wanna be another wave in the ocean i am a rock not just another grain of sand (that's right) i wanna be the one you run to when you need a shoulder i ain't a soldier but i'm here to take a stand because we can  post-chorus because we can, our love can move a mountain we can, if you believe in we we can, just wrap your arms around me we can, we can  instrumental bridge  chorus i don't wanna be another wave in the ocean (i don't wanna be) i am a rock not just another grain of sand (that's right oh yeah) i wanna be the one you run to when you need a shoulder i ain't a soldier but i'm here to take a stand (i am a, i am a, i am a) because we can  i don't wanna be another wave in the ocean i am a rock not just another grain of sand (that's right) i wanna be the one you run to when you need a shoulder i ain't a soldier but i'm here to take a stand because we can pre-chorus (because we can) our love can move a mountain we can, if you believe in we (our love can move a mountain) we can, just wrap your arms around me (because we can) we can, we can because we can2embed"
Bon Jovi,Story Of My Life,00s,2005,"3 contributorsstory of my life lyricsverse 1 yesterdays a memory another page in history you sell yourself on hopes and dreams that leaves you feeling sideways tripping over my own feet trying to walk to my own beat another car out on the street trying to find the highway yeah, are you going my way?  chorus this is the story of my life and i write it everyday i know it isn't black and white and it's anything but grey i know that no i'm not alright, but i feel ok cos anything can, everything can happen that's the story of my life  verse 2 i gonna write the melody that's gonna make history and when i paint my masterpiece i swear i'll show you first there just ain't a way to see who and why or what will be till now is then it's a mystery, it's a blessing and a curse or something worse you might also likechorus this is the story of my life and i write it everyday i know it isn't black and white and it's anything but grey i know that no i'm not alright, but i feel ok cos anything can, everything can happen that's the story of my life  bridge this is the story of my life and i write it everyday and i hope you're by my side when i'm writing the last page  chorus this is the story of my life and i write it everyday i know it isn't black and white and it's anything but grey i know that no i'm not alright, but i feel ok cos anything can, everything can happen that's the story of my life  this is the story of my life and i write it everyday i know it isn't black and white and it's anything but grey i know that no i'm not alright, but i feel ok cos anything can, everything can happen that's the story of my life1embed"
